fake_name,Class
หจ.อำนวยโชคการค้า,firm
ไพน์ บจ.โพเมโล่ แอนด์ จำกัด,firm
อิเลคทริค บจ.พีพี จำกัด,firm
เดโมลิชั่น หจ.วิวัฒน์ แบคโฮ แอนด์ เฮ้าส์ จำกัด,firm
พลาสติก บจ.ที แอนด์ พี จำกัด,firm
โฮม บจ.ดีบีเอ็น จำกัด,firm
ช็อป บจ.วันซ์ สตูล จำกัด,firm
โลจิสติกส์ หจ.ทรายคำ จำกัด,firm
เซอร์วิส บจ.พีเอ็น อินเตอร์ จำกัด,firm
888 บจ.ธนภัทร การบัญชี จำกัด,firm
สตูดิโอ บจ.193 จำกัด,firm
อินเตอร์เทรด หจ.อชิรญาณ์ จำกัด,firm
แอคเคาน์ติ้ง บจ.เอ็นเค โฟกัส จำกัด,firm
ขนส่ง หจ.ทรัพย์อรภักดี จำกัด,firm
เซอร์วิสเซส บจ.บีเอเอส คอร์ปอเรท จำกัด,firm
โมเมนท์ส บจ.ไอโคนิค จำกัด,firm
หาดใหญ่ บจ.เบ็ทเทอร์โฮม จำกัด,firm
คอนสตรัคชั่น บจ.พราวด์พลัส พร็อพเพอร์ตี้ แอนด์ จำกัด,firm
คอมพลีท บจ.เอ พาส จำกัด,firm
เทคโนโลยี บจ.โนเวล ออล จำกัด,firm
โลจิสติกส์ หจ.แม่วัง จำกัด,firm
คลาวด์ หจ.ภูริณัฐ จำกัด,firm
บจ.สหพัฒน์168 จำกัด,firm
ทรานสปอร์ต บจ.ซี เอ เอส จำกัด,firm
บจ.ออลสตาร์ฟู้ดแอนด์เบฟเวอร์เรจ จำกัด,firm
แฮปปี้ บจ.ไอ แอม เวล แอนด์ จำกัด,firm
โมโตกรุ๊ป บจ. เก้าล้านเก้า จำกัด,firm
ธันเดอร์ บจ.ไทเกอร์ จำกัด,firm
ทวีทรัพย์ หจ.มอ จำกัด,firm
กรุ๊ป บจ.จีทีเอ็กซ์ จำกัด,firm
บจ.เอฟวายดีเอส จำกัด,firm
โตวัน บจ.ธีระกุล บิวด์อิน จำกัด,firm
1442 บจ.หาดใหญ่ คอนสตรัคชั่น จำกัด,firm
สเปซบาร์ บจ.เดอะ จำกัด,firm
เอเชีย บจ.คอนเวอร์ชั่น จำกัด,firm
หจ.อ่างทองคำบาดาล,firm
พิษณุโลก หจ.บ้านเรา เรสซิเดนท์ จำกัด,firm
อะไหล่ยนต์ หจ.มิตรแท้ จำกัด,firm
ทรานสปอร์ต บจ.สามพี จำกัด,firm
คอร์ป บจ.ซัน พาวเวอร์ จำกัด,firm
1988 บจ.พอร์ทแลนด์ จำกัด,firm
บจ.เอ็กซ์ตร้าโฮมคอนสตรัคชั่นแอนด์ดีไซน์ จำกัด,firm
ซัพพลาย บจ.อิทธิมงคล 888 คอนสตรัคชั่น แอนด์ จำกัด,firm
เอ็กเพรส หจ.หนึ่งวัน จำกัด,firm
บจ.หยงเปียว จำกัด,firm
ซิสเทม บจ.อาร์ซีซี ออโตเมชั่น เวิลด์ จำกัด,firm
หจ.ผักมีดี,firm
หจ.วิสาหกิจชุมชนนาแปลงใหญ่ข้าวบ้านหอย,firm
บจ.เกวียนอนันต์เฮริ์บ จำกัด,firm
พีแอลที บจ.อะดรีนาลีน จำกัด,firm
อาร์ม บจ.เครซี่ จำกัด,firm
แคปปิตอล บจ.วี เวลธ์ จำกัด,firm
ม.13 หจ.แปลงใหญ่ สมอ จำกัด,firm
เอ็กซ์เพรส หจ.พีบี จำกัด,firm
หจ.ส.นภษร,firm
ทรานสปอร์ต หจ.พีเอส. ชิปปิ้ง และ จำกัด,firm
เอ็นเตอร์ไพรส์เซส บจ.เอ-1 จำกัด,firm
แคนนา บจ.สยาม จำกัด,firm
(2021) บจ.ภูพาน เอ็นเตอร์ไพรส์ จำกัด,firm
(3) บจ.ที ดับบลิว จำกัด,firm
โกลเบิล บจ.พาวเวอร์เฮาส์ จำกัด,firm
เดนทัลเฮ้าส์ บจ.อีสท์แมน จำกัด,firm
ไล้ติ้ง บจ.นิวสตาร์ แอลอีดี จำกัด,firm
หจ.กิมหงวนสเตชั่น,firm
บจ.เอ็นวายเจ888 จำกัด,firm
(ประเทศไทย) บจ.เอชเอ แอนด์ วายเอส เทรดดิ้ง จำกัด,firm
บจ.วายเอสเอ็มโคโค่นัท จำกัด,firm
พาร์ทเซนเตอร์ บจ.เอทีไอ จำกัด,firm
เทรดดิ้ง บจ.วายเอ็น แอนด์ คอส3 จำกัด,firm
อินเตอร์กรุ๊ป บจ.ซีแอนด์เค เมดิคอล จำกัด,firm
ผ้าฝ้าย หจ.อัจฉรา จำกัด,firm
บจ.ออการิช จำกัด,firm
หจ.รวมเกษตรขอนแก่น,firm
(ไทยแลนด์) บจ.โรสแตม จำกัด,firm
รุจิเรกานุสรณ์ บจ.กิตติ จำกัด,firm
เดเวลลอปเม้นท์ บจ.ชาร์ลอตต จำกัด,firm
บจ.เหวินโป จำกัด,firm
999 บจ.เบสท์ เทรดดิ้ง จำกัด,firm
หจ.หนึ่งสุรินทร์,firm
โปรดักซ์ บจ.ส้มปอย จำกัด,firm
บจ.อีนิกม่าบ็อกซ์ จำกัด,firm
หนองไผ่ บจ.ธาราทิพย์ จำกัด,firm
บจ.ฟาร์มรี้ดดิ้ง จำกัด,firm
บจ.เอส.เอ.เทรดดิ้ง จำกัด,firm
4289 บจ.กิจธนทรัพย์ จำกัด,firm
หจ.ที.จี.ฮักบ้านโยธา,firm
อินเตอร์ บจ.ดับบลิว แอนด์ เจ จำกัด,firm
อินเตอร์ฟูดส์ หจ.ภูทรัพย์ จำกัด,firm
บจ.บรัชมี จำกัด,firm
บจ.ไฮ-ดีน่า จำกัด,firm
บจ.ข้าวหอมกระแสสินธุ์ จำกัด,firm
อยุธยา168 หจ.ดีดับบลิวพลัส จำกัด,firm
คอนเซาท์ บจ.เจที โซลูชั่น แอนด์ จำกัด,firm
ม.15 หจ.วิสาหกิจชุมชนบ้านโสกน้ำขาว จำกัด,firm
ราไวย์ บจ.นีโอ จำกัด,firm
คอนสตัคชั่น บจ.ไฟว์สตาร์ จำกัด,firm
บจ.สุขเกษตร(888) จำกัด,firm
ริชเชอร์ บจ.พีเจบี จำกัด,firm
พลัส บจ.เบสท์ เวิร์ลด จำกัด,firm
อมูเลท บจ.ซี เอช ดับเบิลยู จำกัด,firm
คอนสตรัคชั่น บจ.เฟิร์สคลาส จำกัด,firm
(ประเทศไทย) บจ.เอ็นเนอร์โค จำกัด,firm
786 บจ.มะฮ์ดี จำกัด,firm
ดีไซน์ หจ.ธนสิทธิ์ บิวดิ้ง แอนด์ จำกัด,firm
6565 หจ.วาสิตา จำกัด,firm
0221 บจ.กฤษสกุล กรุ๊ป จำกัด,firm
4289 บจ.แมทเทรสซิตี้ จำกัด,firm
บจ.นิติบรรพกิจ จำกัด,firm
ชายรดา หจ.ส. จำกัด,firm
หจ.วิสาหกิจชุมชนแปลงใหญ่ริมปิง,firm
คอนสตรัคชั่น หจ.รุจิกร จำกัด,firm
สมาร์ทเทค บจ.เอสทีเอ จำกัด,firm
สปอร์ต บจ.เทพประทาน จำกัด,firm
เจมส์ บจ.จันดรา จำกัด,firm
เทรนนิ่ง บจ.อินฟินิตี้ ไอที จำกัด,firm
รุ่งเรือง หจ.เปรมวดี จำกัด,firm
อิเลคทริค หจ.กิจรุ่งเรือง แอร์ แอนด์ จำกัด,firm
บจ.แฟนกัน จำกัด,firm
บางไทร หจ.บอย จำกัด,firm
หจ.ลีโอการไฟฟ้า,firm
เชียงราย บจ.ทรัค เอฟโวลูชั่น จำกัด,firm
คอสเมติคส์ บจ.ทีซีเอ เฮลธ์ แอนด์ จำกัด,firm
โฮมแอนด์การเด้น บจ.เคเอ็มบี จำกัด,firm
เอ็นจิเนียริ่ง บจ.ทรินิตี้ พลัส จำกัด,firm
หจ.ส.สิมหลวงเครน,firm
2528 บจ.นิคมการโยธา จำกัด,firm
(2021) บจ.เจเอช.โปรเกรส จำกัด,firm
วิศวกรรมและบริการ บจ.เอ.แอล.เค. จำกัด,firm
เวนเชอร์ส บจ.ริปเพิล จำกัด,firm
(ประเทศไทย) บจ.เดอะจีเนียสซัพพลาย จำกัด,firm
มาร์เก็ต บจ.ครุใน ไนซ์ จำกัด,firm
หจ.คอมพลีส168,firm
บจ.เบสท์เซฟแอนด์เดอะบราเทอร์ส จำกัด,firm
หจ.ต่อทรัพย์พารวย,firm
เฮ้าส์ บจ.เบ็ตตี้ จำกัด,firm
คอร์ปอเรชั่น บจ.นาวาริช จำกัด,firm
บจ.วอดก้าเขาใหญ่(ประเทศไทย) จำกัด,firm
บจ.เลเวล99 จำกัด,firm
ทรานสปอร์ต หจ.อชิรพงศ์ จำกัด,firm
บจ.เอสแอนด์เจไวด์แอนด์เคเบิล จำกัด,firm
อินโน บจ.อัพบีท จำกัด,firm
เทรนนิ่ง บจ.ซี ไบรท์ จำกัด,firm
เก็ทเทอร์ บจ.โกลว์ จำกัด,firm
บจ.นัทธมนอินเตอร์ จำกัด,firm
(2021) บจ.ซี.พี.เอส. โฮมเซ็นเตอร์ จำกัด,firm
สตาร์ บจ.บั๊ก จำกัด,firm
168 บจ.มายด์ พลัส จำกัด,firm
(ประเทศไทย) บจ.อีออสเทร จำกัด,firm
โกลด์ บจ.เยาวราช พรีเชียส แอนด์ จำกัด,firm
เทรดดิ้ง บจ.เค โกลด์ จำกัด,firm
โลจิสติกส์ หจ.เอสแอนด์ไอ จำกัด,firm
บจ.678ฟู้ด จำกัด,firm
คอร์ปอเรชั่น บจ.ไอเดีย จำกัด,firm
หจ.ชรินทร์รวมช่าง,firm
กลาส บจ.เยลโล่ สมาร์ท คาร์ จำกัด,firm
หจ.ธีระพรชัย,firm
หจ.ทองเพิ่ม,firm
อินเตอร์เทรดดิ้ง หจ.แอลเอส จำกัด,firm
บจ.ฟอลคอน จำกัด,firm
ซัพพลาย บจ.เบสท์ เทรดดิ้ง แอนด์ จำกัด,firm
บิสซิเนส หจ.เอ็นทีเอ็ม จำกัด,firm
หจ.ศิริโชคชัย999,firm
ไบโอเคมิคอล บจ.ทรินิตี้ จำกัด,firm
บจ.ไทม์แคปซูล จำกัด,firm
บจ.แซดไออาร์ จำกัด,firm
บจ.เอ็ม-มาร์เก็ต จำกัด,firm
บจ.49เฮลธ์เทค  จำกัด,firm
บจ.คอมมิวนิเมต จำกัด,firm
ดับบลิว บจ.เค เอส จำกัด,firm
สกิน หจ.เชีย จำกัด,firm
ซัพพลาย บจ.โมปิ่น จำกัด,firm
บจ.เตี๋ยวเรือยุดยา จำกัด,firm
ซัพพลาย บจ.ตรินัยน์ จำกัด,firm
โปรดักส์ บจ.ดับเบิลยู จำกัด,firm
ราชบุรี บจ.ถาวรฟาร์ม จำกัด,firm
หจ.จินฟาลี่,firm
โอลิสติโค บจ.มอนโด จำกัด,firm
ออนไลน์ บจ.บิทเพย์ จำกัด,firm
หจ.ถาวรทรัพย์ทวี,firm
เซอร์วิส บจ.ไทย เจ็ท อินเตอร์เนชั่นแนล จำกัด,firm
รุ่งเรือง หจ.ถาวรกิจ จำกัด,firm
กรุ๊ป บจ.ไพรม์ พี จำกัด,firm
หจ.ทรัพย์เทสพันธ์ชัย,firm
การช่าง หจ.ส.แสงตะวัน จำกัด,firm
เจ้าแรก หจ.เอ็น แอนด์ ที หมูยอ อุบล จำกัด,firm
ช็อป หจ.ชะลอม จำกัด,firm
อินเตอร์เทรด บจ.ดับเบิ้ล จีเค เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
โฮลดิ้ง บจ.สมบูรณ์ทรัพย์ กรุ๊ป จำกัด,firm
คอนสตรัคชั่น หจ.พี.เค.แอล.อินทีเรีย แอนด์ จำกัด,firm
บจ.มิคกี้เฮ้าส์ จำกัด,firm
หจ.พิกุลทอง1968,firm
เซอร์วิส บจ.เคซี โซลูชั่น จำกัด,firm
การ์เมนท์ หจ.ทองเอก จำกัด,firm
บจ.กรีนแพคแมน จำกัด,firm
ไฟว์ บจ.โกลเด้น กรุ๊ป จำกัด,firm
โปรพลัส หจ.เดอะ จำกัด,firm
คิทเชนแวร์ บจ.ซีอาร์ จำกัด,firm
เทคโนโลยี บจ.ดีฟินน์ บล็อกเชน จำกัด,firm
98 หจ.ขวัญชัย พีเค จำกัด,firm
บจ.ยำปูม้าเจ็ดยอด จำกัด,firm
888 หจ.ทรัพย์มหา จำกัด,firm
ศรีวิไล บจ.กิมชุนไอซ์ จำกัด,firm
เซอร์วิส บจ.เอ็น อาร์ ดี เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
เท็กส์ หจ.มาเธอร์แอนด์ซัน จำกัด,firm
2 บจ.สามน้ำ คอฟฟี่ จำกัด,firm
สตูดิโอ บจ.สุรศักดิ์ จำกัด,firm
หจ.บ้านเอ็น,firm
ไลฟ์สไตล์ บจ.ออน เดอะ กราวด์ สปอร์ต แอนด์ จำกัด,firm
โคโค่นัท บจ.บี จำกัด,firm
(ไทย) บจ.อะธีนาซอฟท์ จำกัด,firm
หจ.การ์เด้นโซป,firm
พร็อพเพอร์ตี้ บจ.เอสวีเค แลนด์ แอนด์ จำกัด,firm
หจ.พิมพ์ฝัน,firm
กราฟฟิค หจ.ดีเค อาร์ต แอนด์ จำกัด,firm
คอร์ปอเรชั่น บจ.พี.เอส.ออย จำกัด,firm
ยูไนเต็ด หจ.เจ.แฟม จำกัด,firm
บจ.โนวาพลัสมาร์เก็ตติ้ง จำกัด,firm
หจ.นาแปลงใหญ่ผลิตภัณฑ์ข้าวนาดี,firm
ทรัพย์เย็นสุข บจ.สำนักงานกฎหมาย จำกัด,firm
ดีไซน์ บจ.ทะเวนตี้วัน โฮม แอนด์ จำกัด,firm
บจ.เที่ยงทำเงิน จำกัด,firm
(ไทยแลนด์) บจ.จีที เรียลเอสเตท พาร์ทเนอร จำกัด,firm
เพียว บจ.เอ็กซ์ จำกัด,firm
ไทย บจ.โจโย เทคโนโลยี จำกัด,firm
พาร์ท บจ.พรีเมี่ยม วีฮีเคิล จำกัด,firm
อสังหา บจ.ธัญญรัตน์ จำกัด,firm
หจ.เพิ่มทรัพย์อุดมน่าน,firm
ขุนสมุทร หจ.รุ่งอดิสรณ์ จำกัด,firm
ต.ดอยลาน หจ.แปลงใหญ่ศูนย์ส่งเสริมและผลิตเมล็ดพันธุ์ข้าวชุมชน จำกัด,firm
เอ็นเกรฟ หจ.วิทยะศิลป์ จำกัด,firm
หจ.ป.กไก่สดสด,firm
ซัพพลาย บจ.บุญจันทร์อลูมิเนียม จำกัด,firm
49 บจ.เอส.พี.เอ็ม จำกัด,firm
ปิโตรเลียม หจ.เจริญสุขรุุ่งเรือง จำกัด,firm
โซลูชั่น บจ.ฟินน์ ออลล์ จำกัด,firm
โคบาลบูรพาวัฒนานคร หจ.แปลงใหญ่โคเนื้อ จำกัด,firm
คอร์ปอเรชั่น บจ.ซีเอ็นดี จำกัด,firm
สปา บจ.เรลีฟ จำกัด,firm
คอร์เปอร์เรชั่น บจ.เอส.พี.ที จำกัด,firm
289 บจ.โชคดีมีชัย จำกัด,firm
บจ.ฮอมแฮง จำกัด,firm
เซอร์วิส บจ.คอนโทรล คูล จำกัด,firm
บจ.สุภมาส111 จำกัด,firm
บจ.อภิชัชโกลด์ จำกัด,firm
617 บจ.ซีซีอาร์ 2 ยูนิต จำกัด,firm
ซับเซอร์วิส บจ.พีพีแอล จำกัด,firm
เดเวลอปเมนท์ หจ.กมลฌาประวิตร จำกัด,firm
(ประเทศไทย) บจ.รูทส์ แอนด์ รูก้า จำกัด,firm
999 หจ.เอ็น.พี.อาร์ เซอร์วิส แอนด์ ซัพพลาย จำกัด,firm
ดีดี หจ.เอ็มพี ธรรมชาติ จำกัด,firm
เอนเตอร์เทนเมนท์ บจ.บอยวาย จำกัด,firm
บจ.ฟางฟู้ดโปรดักส์ จำกัด,firm
นิวส์ บจ.เคทีแอล จำกัด,firm
ขนส่ง หจ.โชติ อินตะ จำกัด,firm
ภูริทัต บจ.เอฟเค จำกัด,firm
พืชผล หจ.ส.ศรีเคนา จำกัด,firm
เทพสถิต หจ.วิสาหกิจชุมชนกลุ่มเกษตรกรกล้วยหอมทอง จำกัด,firm
(ประเทศไทย) บจ.เซ็นเตอร์พอยท์ ซีฟู๊ด จำกัด,firm
บจ.พี.เอ็ม.เอส.แมเนจเมนท์ จำกัด,firm
ฟาร์ม บจ.โกลเด้น ฮาร์เวสท์ จำกัด,firm
ดีไซน์ บจ.มีเดีย จำกัด,firm
หจ.ทับทิมเจริญพาณิชย์,firm
หจ.ทีท่อและอุปกรณ์ข้อต่อ,firm
เทรดดิ้ง บจ.กำแพงเพชร รีไซเคิล แอนด์ จำกัด,firm
เทรดดิ้ง บจ.ฮ่องกงแฟชั่น จำกัด,firm
(เลย) บจ.รุ่งธรรมคอนกรีต จำกัด,firm
บี บจ.วอรา เอฟ แอนด์ จำกัด,firm
บจ.ริโอฟี จำกัด,firm
เวลท์ บจ.สพล จำกัด,firm
โซลูชั่น บจ.สาธร เคมีคอล จำกัด,firm
(2021) บจ.เอ็ม เจ เซอร์วิส จำกัด,firm
อีวาลูเอชั่น บจ.เดอะ เน็กซ์เจน จำกัด,firm
อินเตอร์เนชั่นแนล บจ.แมกซ์ โกลบอล จำกัด,firm
ไดรเวอร์ บจ.ซีอีโอ จำกัด,firm
โปรดักชั่น หจ.คิง มีเดีย แอนด์ จำกัด,firm
บจ.ชลบุรีแล็บ จำกัด,firm
ขนส่ง หจ.ธนาดล จำกัด,firm
ซัพพลาย บจ.พีทีทีเก้า เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
บจ.บลูทีเคคอร์ปอเรชั่น จำกัด,firm
เอาท์ดอร์ บจ.เอส จำกัด,firm
ฮีโร่ส์ บจ.ฟลายอิ้ง จำกัด,firm
โซลูชั่น บจ.วี.อาร์ ไอที จำกัด,firm
เทค หจ.เคเค วอเตอร์ จำกัด,firm
ทรานสปอร์ต หจ.ธนากรเจริญทรัพย์ จำกัด,firm
(ประเทศไทย) บจ.อลาบา จำกัด,firm
เวลตี้ บจ.พีแอนด์ดับเบิ้ลยู จำกัด,firm
หจ.สุริยฉาย1688,firm
พลัส บจ.วัน ไลฟ์ จำกัด,firm
(999) หจ.พี.ดี.ดี. เอ็นจิเนียริ่ง จำกัด,firm
การบัญชี หจ.ลักส์ จำกัด,firm
เอ็นจิเนียริ่ง บจ.ไทย คอนโทรล จำกัด,firm
แคปปิตอล บจ.ธนานันท์ จำกัด,firm
คอสเมติค บจ.เฌอ แล็บ แอนด์ จำกัด,firm
คอมมิวนิเคชั่น บจ.เพนกวิน จำกัด,firm
ลิ้งค์ บจ.เค บิซ จำกัด,firm
กรีน บจ.ดับเบิ้ลไนน์ จำกัด,firm
โลจิสติกส์ บจ.เดอะ เอ แอนด์ บี จำกัด,firm
ช๊อป หจ.วินเนอร์ จำกัด,firm
65 หจ.ถุงเงินถุงทอง จำกัด,firm
ทีเฮช บจ.ดับเบิ้ล แพค จำกัด,firm
คอนสตรัคชั่น หจ.ลักษณ์นารา จำกัด,firm
บจ.เมทาเวิร์ส จำกัด,firm
แอกริคัลเจอร์ บจ.อีสาน จำกัด,firm
อินเตอร์เทรดดิ้ง บจ.บีวิช อะนานา จำกัด,firm
เทรดดิ้ง บจ.เจ.เค อินเตอร์ แอนด์ จำกัด,firm
สโตร์ บจ.ออลล์ ยู คิดส์ จำกัด,firm
บจ.ตารางวาไทย จำกัด,firm
หจ.รับทรัพย์9,firm
กรุ๊ป บจ.มินิควีน 4289 จำกัด,firm
หจ.ลำใยพาณิชย์เจริญ,firm
ชาบูเฮ้าท์ บจ.ทู เค ไอ เอ็น จำกัด,firm
มันนี่ บจ.วิน วิน จำกัด,firm
บรีดเดอร์ บจ.อินฟินิท จำกัด,firm
เวิลด์ บจ.รอยัล พัทยา จำกัด,firm
บจ.วิตามินแสนล้าน จำกัด,firm
โฟน หจ.อิมเมจ จำกัด,firm
หจ.วรีรัตน์รัชนี,firm
โปรดักชั่น บจ.ลิลลี่ เครซี่ เรคคอร์ด แอนด์ จำกัด,firm
อีควิปเมนท์ บจ.เอสเค เรซซิ่ง จำกัด,firm
เรียลเอสเตท หจ.เคเค จำกัด,firm
ดีเวลลอปเม้นท์ บจ.เอสแอล เรียลเอสเตท จำกัด,firm
ซัพพลาย บจ.เค เค โซลูชั่น จำกัด,firm
พาวเวอร์ หจ. วี วิน จำกัด,firm
บจ.สยามแปซิฟิกฟู้ดส์ จำกัด,firm
บจ.ร้านแอร์กอล์ฟ จำกัด,firm
บจ.หรอยเว่อร์โปรดักชั่น จำกัด,firm
ฮาร์เวสท์ บจ.เฟ็ง ฟู จำกัด,firm
เทรดดิ้ง บจ.เวลธ์ วิน จำกัด,firm
ซัพพลาย บจ.เอส แอนด์ อาร์ จำกัด,firm
เซอร์วิส บจ.เอสทีเอ6589 ซัพพลาย แอนด์ จำกัด,firm
บจ.ธรรมธราดล จำกัด,firm
วัตถุโบราณ หจ.อาตง จำกัด,firm
คอร์ปอเรชั่น บจ.วีเอสซี จำกัด,firm
เซ็นเตอร์ บจ.บางกอก อาร์ต อ๊อกชั่น จำกัด,firm
หจ.ทรัพย์มหาศาล159,firm
บจ.วู๊ดสโตร์ จำกัด,firm
คอนกรีต บจ.เซี่ยมล้อ บล็อก จำกัด,firm
ทรานสปอร์ต บจ.เอ็นยูไอ จำกัด,firm
หจ.เกษตรกรแปลงใหญ่บ้านแวงชัย,firm
บจ.อติแพ็ค จำกัด,firm
บราเธอร์ บจ.ไมค์ จำกัด,firm
ภัคสิริ หจ.ณ จำกัด,firm
คอร์ บจ.ธนกฤต เปเปอร์ จำกัด,firm
คอนสตรัคชั่น บจ.วูล์ฟแพค จำกัด,firm
สยาม บจ.ภักดี จำกัด,firm
บจ.ซีคูลทัวร์ จำกัด,firm
เชียงใหม่ หจ.เลมอนฟู๊ด จำกัด,firm
บิซิเนส บจ.มุมตัซ จำกัด,firm
หจ.ศรีชุมแสง,firm
อาฟแฟร์ บจ.อะ ฟู้ด จำกัด,firm
เซลส์ บจ.เคแอลซี มาร์เก็ตติ้ง แอนด์ จำกัด,firm
ยานพาหนะไฟฟ้า บจ.มั่งมี จำกัด,firm
หจ.ข้าวปั้นการก่อสร้างและวัสดุ,firm
รับเหมาก่อสร้าง หจ.เค พี จำกัด,firm
หจ.ที.เค.ทรัพย์ประเสริฐ,firm
(2020) บจ.พี.พี.ดีไซน์ จำกัด,firm
หจ.แก้วมามาร์ท,firm
ออกัสท์ บจ.21 จำกัด,firm
วิต้า บจ.คาซ่า จำกัด,firm
เซอร์วิส บจ.กิจรุ่งเรืองทรัพย์ เครน จำกัด,firm
บจ.เจริญชีพ จำกัด,firm
ฟรุ๊ตส์ บจ.ฟาร์ม เฟรช จำกัด,firm
คอนสตรัคชั่น บจ.เอชเจ จำกัด,firm
คอนซัลติ้ง บจ.อินไซ จำกัด,firm
หจ.เค.ฟาร์ม,firm
เซอร์วิส บจ.ครอส เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
บจ.สินธารา จำกัด,firm
กรุ๊ป บจ.รักษาความปลอดภัย บ้านใหญ่ แสนสุข จำกัด,firm
ดีเวลลอปเม้นท์ บจ.กมลภัทร จำกัด,firm
เตย หจ.ตุ้ม จำกัด,firm
หจ.ธนพันธ์พงศ์เจริญก่อสร้าง,firm
เอ็นจิเนียริ่ง บจ.การจัดการ จำกัด,firm
เซ็ต หจ.ฮาย จำกัด,firm
เอ็มทีเอ บจ.สมูท จำกัด,firm
โยธากิจ บจ.ฟัลดี จำกัด,firm
ต.โอโล บจ.อ้อยแปลงใหญ่ จำกัด,firm
การโยธา หจ.ม่อนจอง จำกัด,firm
หจ.วิสาหกิจชุมชนแปลงใหญ่ข้าวผึ้งรวง,firm
(ไทยแลนด์) บจ.เจซีเอส 2021 จำกัด,firm
เอสเตท บจ.ภูมิชนินทร์ จำกัด,firm
แอตแลนติค บจ.เลิศพิสิฐ จำกัด,firm
ออยล์ หจ.โพนทราย จำกัด,firm
กรุ๊ป บจ.เวิลด์ไวด์ไทร์ จำกัด,firm
หจ.ต.ประสาททรัพย์,firm
โฮลดิ้ง บจ.กัปตัน แคช จำกัด,firm
ทรานสปอร์ต หจ.นาจา จำกัด,firm
369 บจ.ซีทีอาร์ จำกัด,firm
ทเวนตี้วัน บจ.เอ็มเอ็นเอส จำกัด,firm
เทค หจ.เอเอ็นเอ จำกัด,firm
9 บจ.โซล่าร์ รูฟท็อป ซีอี จำกัด,firm
พาร์ท บจ.เจมส์ คัสต้อม จำกัด,firm
บีเคเค บจ.อีฟส์ จำกัด,firm
ทรานสปอร์ต บจ.เอ ซี โลจิสติกส์ แอนด์ จำกัด,firm
สองสาม บจ.วีรา จำกัด,firm
เอ็นเตอร์ไพรส์เซส บจ.ลูเซียโน จำกัด,firm
คอนซัลติ้ง บจ.พี เอส พลัส จำกัด,firm
บจ.ไอไฮแวลู่ จำกัด,firm
789 บจ.เพิ่มทรัพย์อนันต์ จำกัด,firm
(2009) บจ.เบสท์ คอนซัลแทนท์ จำกัด,firm
หจ.ไพโรจน์อโกรเทค,firm
เว็ลธ หจ.พีเอ็น จำกัด,firm
บจ.ณภัทรรวยรวย จำกัด,firm
หจ.อาร์.ที.ที.เพิ่มทรัพย์คอนสตรัคชั่น,firm
คอนสตรัคชั่น หจ.ธัญญารัตน์ อินเตอร์ จำกัด,firm
บจ.อิหล่าพากิน จำกัด,firm
เอสเอ็มอี บจ.อาร์ม พรอพเพอร์ตี้ ซัพพอร์ต จำกัด,firm
เฮ้าส์ บจ.ชาโลม จำกัด,firm
ออนไลน์ บจ.อีคอนแคร์ จำกัด,firm
คอนสตรัคชั่น บจ.ฟีโนมินอล จำกัด,firm
เค หจ.ศิริซัพพลาย เอ็น แอนด์ จำกัด,firm
พาราวู้ด บจ.ธาธาร จำกัด,firm
(ประเทศไทย) บจ.เอฟแอลเอส โซลูชั่นส์ จำกัด,firm
การาจ บจ.อาร์ที63 จำกัด,firm
เอ็นจิเนียริ่ง บจ.สากล ซิสเต็ม แอนด์ จำกัด,firm
โกกราฟฟี่ บจ.เน็กซ์ จำกัด,firm
เอ็นเนอร์จี หจ.โค้วเทียนหยู จำกัด,firm
แลนด์ หจ.วิภา จำกัด,firm
ทู บจ.ดี ออฟเพรซโซ ลิเบอร์ จำกัด,firm
333 บจ.เดอะ เลค สวอน จำกัด,firm
คลีน บจ.รักษาความปลอดภัย เอสเอสซี การ์ด แอนด์ จำกัด,firm
บจ.จารุพัฒน์ จำกัด,firm
มูน บจ.เดอะ ท๊อป ไทเกอร์ ออน เดอะ จำกัด,firm
อาร์คิเทค บจ.ธารา จำกัด,firm
อินดัสทรี บจ.พี.พาวเวอร์ จำกัด,firm
บจ.ไซลูเออร์ จำกัด,firm
วาเลนเซียน่า บจ.ลา จำกัด,firm
อินดัสทรี บจ.แกนเกส จำกัด,firm
บจ.บ้านเงินเย็น จำกัด,firm
นำเข้าและส่งออก บจ.เอริน จำกัด,firm
คอนสตรัคชั่น หจ.พฤกธปติกร จำกัด,firm
(ประเทศไทย) บจ.เน็ตฟลิกซ์ จำกัด,firm
ดีเวลลอปเม้นท์ หจ.คริสโก จำกัด,firm
บจ.วิสาหกิจชุมชนปลูกหญ้าเนเปียร์ จำกัด,firm
พลาสแพ็ค บจ.วี แอนด์ ซี จำกัด,firm
ชลบุรี หจ.กลไก จำกัด,firm
คอนทรัคชั่น บจ.โวล์ฟกัง จำกัด,firm
ไทย-เวียต บจ.สยาม จำกัด,firm
โลจีสติกส์ หจ.อินวาลิน จำกัด,firm
บจ.กู๊ดมู้ด168 จำกัด,firm
มาร์เก็ตติ้ง บจ.กรีน เซลส์ แอนด์ จำกัด,firm
