name,Class
หจ.เกษตรกรแปลงใหญ่บ้านแสงเจริญ,firm
หจ.ปนัดดา36 ทรานสปอร์ต,firm
หจ.คริสตัลคลีน เซอร์วิส,firm
หจ.พีเค ทรัค โลจิสติกส์,firm
บจ.เอสเอสบีจี  แพลนเทชั่น จำกัด,firm
บจ.เอดับเบิ้ลยู เน็ตเวิร์ค โซลูชั่น จำกัด,firm
บจ.บลู แทรค จำกัด,firm
หจ.ธาดา เจริญชัย ก่อสร้าง,firm
บจ.ออลอิน 789 จำกัด,firm
บจ.โชคชัยดินดี จำกัด,firm
บจ.โรงน้ำแข็ง อ.ลักขณาขอนแก่น จำกัด,firm
หจ.นามิ โมบาย,firm
บจ.พีเคที มั่งคั่ง (2021) พาร์ท แอนด์ เซอร์วิส จำกัด,firm
บจ.บิทตี้ จำกัด,firm
บจ.ภูเคียงดาว แอสเสท จำกัด,firm
หจ.กลุ่มแปลงใหญ่ข้าว ม.4 ต.ข้าวปุ้น,firm
หจ.ทีเอ็ม978 คอนกรีต,firm
บจ.ไวต้า-เมด จำกัด,firm
บจ.ซินจินไท่ แพ็คกิ้ง (ไทยแลนด์) จำกัด,firm
บจ.วอลเลท ซัพพลาย จำกัด,firm
หจ.เสาหลัก เอ็นจิเนียริ่ง แอนด์ ดีไซน์,firm
บจ.อาซาฮี เคม เทค จำกัด,firm
บจ.สุทธิรักษ์ ดีเวลลอปเมนต์ จำกัด,firm
บจ.เหลียน ฮวด จำกัด,firm
หจ.พีเอเอ็น เซอร์วิสแอนด์ซัพพลาย,firm
บจ.เอสเอ็นที. เร้นท์ แอนด์ ซัพพลาย จำกัด,firm
หจ.บรรยงรัตน์การโยธา,firm
บจ.ภัชภรภัณสิทธิโชค จำกัด,firm
บจ.เรดไพรม์สตูดิโอ จำกัด,firm
หจ.นายน้อย เจริญทรัพย์,firm
บจ.แฟคบิทส์ จำกัด,firm
หจ.เค พลัส ช็อปปิ้ง,firm
บจ.ซ่วนซิน เทคโนโลยี จำกัด,firm
บจ.หนูน้อยหัวกลม จำกัด,firm
บจ.มังกรเต้นรำบนท้องฟ้า จำกัด,firm
บจ.วาราอิ (ประเทศไทย) จำกัด,firm
บจ.อุดรรีไซเคิล จำกัด,firm
หจ.พีอาร์อาร์แทรคเตอร์พาร์ท,firm
บจ.ซัน อาร์คิเทคท์ จำกัด,firm
บจ.ทรัพย์รุ่งเรือง ไทย จำกัด,firm
บจ.ไฮเปอร์ ดริ๊งค์ จำกัด,firm
บจ.บีดีเค เทรดดิ้ง จำกัด,firm
บจ.ไดมอนด์ 168 จำกัด,firm
บจ.พี.เอส.เอ็กซ์เพรส เซลล์แอนด์เซอร์วิส จำกัด,firm
หจ.อำพรรณ ดีไซน์ แอนด์ คอนสตรัคชั่น,firm
บจ.ที.เอ็ม. เบย์ จำกัด,firm
บจ.เมอร์เมด ธีโอรี่ จำกัด,firm
บจ.แมธิว แลนด์ จำกัด,firm
บจ.พิมพ์ทองพริ้นติ้ง จำกัด,firm
บจ.ลิงถือครกน้ำปลาร้า จำกัด,firm
หจ. โชติสุข ปิโตรเลียม,firm
หจ.จีที ริชพลัส,firm
หจ.ศิวณัฐ เอส.เอ็น. โลจิสติกส์,firm
หจ.เคบีพี กรุ๊ป,firm
บจ.มิลา นิมมาน จำกัด,firm
บจ.พรมโนภาส เวลธ์ จำกัด,firm
บจ.ปีดามี่ จำกัด,firm
บจ.กรีนทรี ภัททา การ์เด้น  จำกัด,firm
บจ.เค เอ็น เอ็น พาร์ท เซ็นเตอร์ จำกัด,firm
บจ.ออล เอ แอสเซ็ท กรุ๊ป  จำกัด,firm
บจ.บี.เอฟ.เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,firm
บจ.เดอะโคซี่ การ์เด้น จำกัด,firm
บจ.ออลล์ จิต จำกัด,firm
บจ.เบบี้ลู (ประเทศไทย) จำกัด,firm
บจ.สิรรุ่งโรจน์ 888 จำกัด,firm
หจ.นาแปลงใหญ่บ้านธรรมราช หมู่ 14,firm
บจ.สุวนันท์  ออนไลน์ จำกัด,firm
บจ.คาเฟ่ เดอ เควีเอส จำกัด,firm
บจ.พี.ที.เคม จำกัด,firm
หจ.ธัญนันท์ พฤกษา,firm
หจ.กลุ่มยางพาราแปลงใหญ่ คำนาดี,firm
บจ.สกิลเลเซีย จำกัด,firm
หจ.วีเจ  สตาร์,firm
บจ.ก้าวหน้าการขนส่ง จำกัด,firm
บจ.กมลา  โกลเบิ้ล จำกัด,firm
บจ.แปลงใหญ่เกษตรร่วมใจพัฒนา จำกัด,firm
บจ.เคพีที  เอ็กเพรส จำกัด,firm
บจ.คาเซน จำกัด,firm
บจ.เอเชี่ยนเวิลด์ อิมปอร์ต เอกซ์ปอร์ต จำกัด,firm
หจ.ปนัดดาพรหมเจริญรุ่งเรืองขนส่ง,firm
หจ.เจ้าสัว แสนล้าน กรุ๊ป,firm
หจ.อาร์.บี.อาร์. ทรานสปอร์ต,firm
หจ.เอสพี 86,firm
บจ.โรยัล เฮลท์ อินดัสทรี เมเนจเม้นท์ จำกัด,firm
บจ.เซ็น ไอโอที เทคโนโลยี จำกัด,firm
หส.โรลลิ่งสตูดิโอ 69,firm
บจ.สาริกา โพลิซี จำกัด,firm
บจ.เอส.ที.เอ็ม.ไทร์ จำกัด,firm
บจ.เมต้า ซู จำกัด,firm
บจ.ดีไซน์ รีเสิร์ชแอนด์ดีเวลอปเม้นท์ จำกัด,firm
บจ.ดีโอเอ็น พรอพเพอร์ตี้ แมเนจเม้นท์ จำกัด,firm
หจ.ลูกเกษตร เทค,firm
บจ.รีนีด อิมพอร์ท แอนด์ เอ็กซ์พอร์ท เทรดดิ้ง จำกัด,firm
บจ.พี. เซอร์วิส 2017 จำกัด,firm
หจ.โอเค ฟิฟตี้ไนน์,firm
หจ.ณัฐดนัย,firm
บจ.ทองก้อน เอเจนซี่ จำกัด,firm
บจ.อัลฟ่า เคเอ็ม จำกัด,firm
หจ.อีเอ็กซ์พี เอ็กซ์เพรส,firm
บจ.จันทร์รัตน์ จำกัด,firm
บจ.พี. สตาร์ 999 กรุ๊ป จำกัด,firm
บจ.อีลิซ่า บิวตี้ ช็อป จำกัด,firm
บจ.ทรัพย์สงกรานต์ จำกัด,firm
บจ.ไนน์อินเตอร์เทค เน็ตเวิร์ค จำกัด,firm
บจ.แปลงใหญ่ข้าวห้วยยาบ จำกัด,firm
บจ.อีซี่ เลนดิ้ง จำกัด,firm
บจ.ทองก้อน สุรินทร์ จำกัด,firm
บจ.ทองนาคอิเล็คทริค จำกัด,firm
หจ.เตาถ่าน มาร์เก็ต แอนด์ เรสเทอรองท์,firm
บจ.ศรีราชา เมคคานิค จำกัด,firm
บจ.ซีอาร์ ฟู้ด เซอร์วิส จำกัด,firm
บจ.ไดโนโซล่าเซลล์ แอนด์ เอ็นเนอร์ยี โปรเพสชั่นนอล จำกัด,firm
หจ.เจพีเค เอ็กซ์เพรส,firm
บจ.เมคัง เซ็นจูรี่ จำกัด,firm
บจ.ซีดับเบิ้ลยูดี 59 จำกัด,firm
หจ.โชคดี (1818),firm
บจ.ซันสโตน ดีเวลลอปเม้นท์ จำกัด,firm
หจ.สยามซัมมิทซัพพลายส์,firm
บจ.เจ.เอ เอนไซม์ จำกัด,firm
บจ.ไทย โกลบอล รับเบอร์ จำกัด,firm
บจ.เอสเค อินเตอร์เนชั่นแนล คอร์ปอเรชั่น จำกัด,firm
บจ.มายคอสฟิวชั่น จำกัด,firm
หจ.แปลงใหญ่หอมหมู่ 3 หมู่ 5 อีปาด,firm
บจ.ฮัลค์ ดอร์ส แอนด์ วินโดว์ส จำกัด,firm
บจ.ภูเก็ต ไทยเท่าเทียม จำกัด,firm
บจ.ดีพี แมททีเรียล พาร์ท จำกัด,firm
หจ.ทูซีโค้ทแบรนด์,firm
บจ.จันทร์โสภา ฟู้ด จำกัด,firm
บจ.พาโกดาเฮ้าส์ จำกัด,firm
บจ.เบสท์ แวลู่ พลัส จำกัด,firm
หจ.เคที กรีน แลนด์สเคป,firm
บจ.อัลฟ่า แอคเคาท์ติ้ง แอนด์ ออดิท จำกัด,firm
บจ.สีฟ้า เอนเตอร์ไพรส์ จำกัด,firm
หจ.ทรัพย์สยาม การก่อสร้าง,firm
บจ.เอจีวี.โลจิสติกส์ จำกัด,firm
บจ.รวยดีเลิศ จำกัด,firm
หจ.แปลงใหญ่ข้าว หมู่ 2 บ้านลำมะโกรก,firm
หจ.เจแอนด์บี พลัส,firm
บจ.เนวาด้า อินเตอร์ กรุ๊ป จำกัด,firm
บจ.เอวีอี.เอส จำกัด,firm
บจ.เดอะ เบส เอาท์ซอร์ทซิ่ง เซอร์วิส จำกัด,firm
บจ.ศิริ ชะมวง-วัน จำกัด,firm
บจ.ตามสั่ง จำกัด,firm
บจ.โกลบอล วอเตอร์ ไลฟ์ จำกัด,firm
หจ.อารบิค ฟู๊ด เฮาส์,firm
บจ.ทรัพย์เกษตร เทรดดิ้ง จำกัด,firm
บจ.ส.รุ่งเจริญทรัพย์ 888 จำกัด,firm
บจ.พีทีแซด อีคอมเมิร์ซ เอสอีพี จำกัด,firm
บจ.เดอะ คอร์ มาสเตอร์ จำกัด,firm
บจ.ศ. คลังโยธา เอ็นจิเนียริ่ง จำกัด,firm
บจ.เจอาร์แอนด์โค จำกัด,firm
บจ.เอ.เอ็ม.วาย. บิสซิเนส จำกัด,firm
หจ.วสิษฐ์พร ขนส่ง,firm
บจ.รถดีคีรีขันธ์ จำกัด,firm
หจ.ธีรกิตติ์ คอนสตรัคชั่น,firm
บจ.คอสเม่เซน จำกัด,firm
หจ.ต้นเจริญทรัพย์ โลจิสติกส์,firm
หจ.ภัชชาสุรินทร์2021,firm
หจ.เอ แอนด์ พี สมาร์ท เซอร์วิส,firm
บจ.119 ซาวน่า  แอนด์ สปา จำกัด,firm
หจ.ทรัพย์อภิโชค,firm
บจ.บีพี ไบโอแคร์ จำกัด,firm
บจ.เดอะซัน เกาะพยาม จำกัด,firm
หจ.เอ.ดับเบิ้ลยู.เอส.99,firm
หจ.639 ทรานสปอร์ต,firm
หจ.วิสาหกิจชุมชนกลุ่มกล้วยหอมทองวังหลวง,firm
บจ.แม่มณี การเกษตร จำกัด,firm
บจ.เดอะ เมต้าเวิร์ส (ประเทศไทย) จำกัด,firm
บจ.เอ.เอส.เซฟตี้ แอนด์ ทูลส์ จำกัด,firm
บจ.อีโค เอ็ม จำกัด,firm
บจ.เจ๊ใหญ่ แอนด์ มาร์เก็ตติ้ง จำกัด,firm
หจ.ชนาภาวาสนาทวีทรัพย์,firm
บจ.วีเอสซี เฮมพ์ จำกัด,firm
บจ.วรรณสิริ คอมเมอร์เชียล เซอร์วิส จำกัด,firm
หจ.พันหทัยมีชัย,firm
หจ.นาแปลงใหญ่ข้าวบ้านหนองหว้า ม.11,firm
บจ.ช.คุชิตา เซอร์วิส จำกัด,firm
บจ.บลูอิช จำกัด,firm
บจ.รมาอินโดเอ็มไพร์ จำกัด,firm
บจ.พีเอส เนอร์สซิ่ง โฮม จำกัด,firm
หจ.ส.รุ่งเรืองการโยธา(2021),firm
บจ.สเตฟานี 888  (ประเทศไทย) จำกัด,firm
บจ.เอ็นพี พันล้าน จำกัด,firm
หจ.บุญวงศ์ษาก่อสร้าง,firm
บจ.เชาวภา ดีไซน์ แอนด์ คอนสตรัคชั่น จำกัด,firm
บจ.ดับบลิวทีพี2021 จำกัด,firm
บจ.โนเบิล แอคเคาน์ จำกัด,firm
หจ.อมร1987โลจิสติกส์,firm
บจ.เอ.โอ.เอฟ. เอ็กซ์เพรส จำกัด,firm
บจ.เดอะ เมเนเจอร์ พร๊อพเพอร์ตี้ เมเนจเม้นท์ จำกัด,firm
บจ.ดับบลิว เอส เค โลจิสติกส์ จำกัด,firm
หจ.ชยุตม์ เทรดดิ้ง,firm
บจ.พีทีอาร์ โปรดักส์ จำกัด,firm
บจ.คิงสตาร์ แมทเทรส จำกัด,firm
หจ.วิราวรรณ การบัญชี,firm
หจ.เอ็นทีเค อิเล็กทรอนิกส์,firm
บจ.พร๊อพเพอร์ตี้ นีโอ จำกัด,firm
บจ.ทูวัน อินเตอร์เนชั่นแนล จำกัด,firm
บจ.เอซ ทร้า จำกัด,firm
บจ.ไพร์ม เรียลตี้ แมนเนจเม้นท์ (ไทยแลนด์) จำกัด,firm
บจ.บีเอสเค วิศวกรรมไทย จำกัด,firm
บจ.อาผอ ฟู้ด โปรดักส์ จำกัด,firm
หจ.เทพไอที4289,firm
บจ.รูบี้ มาร์เก็ตติ้ง โซลูชั่น จำกัด,firm
บจ.แบรนด์ บิสสิเนสส์(ประเทศไทย) จำกัด,firm
บจ.อีส ไบ อินเตอร์เนชั่นแนล จำกัด,firm
บจ.ซัมเซีย (ประเทศไทย) จำกัด,firm
หจ.โชติกาการโยธา,firm
หจ.ชูธิชา,firm
หจ.เอ็น.วี.เอ็น.พร็อซเพอริตี้ กรุ๊ป,firm
หจ.ไพรเมอลานซ์ มาร์ค,firm
หจ.วิน พลาสติกแอนด์ซัพพลาย,firm
บจ.สิบ หก ต่อ เก้า โปรดักชั่น จำกัด,firm
บจ.นิว แลนด์ เฮ้าส์ วัน จำกัด,firm
บจ.บีดี กรีนโปรดักส์ จำกัด,firm
บจ.ไอทูพี จำกัด,firm
บจ.เจริญทรัพย์ฟาร์ม 289 จำกัด,firm
บจ.รีนิว เอเนอร์จี จำกัด,firm
บจ.มิส ริช มี 456 จำกัด,firm
บจ.โซลาร์ไฮฟว์ (ประเทศไทย) จำกัด,firm
บจ.จีเอสดี ดิจิทัล แอนด์ มีเดีย จำกัด,firm
บจ.ใส่นัว จำกัด,firm
หจ.วิษณุวัสดุก่อสร้าง,firm
บจ.ไทย-พชร จำกัด,firm
บจ.เอล เนคทอรี่ส์ จำกัด,firm
บจ.ดีไลท์ เอซี จำกัด,firm
บจ.นีโอ คอร์ปอเรชั่น 64 จำกัด,firm
บจ.พาโดล่า จำกัด,firm
บจ.พีเค เซอร์วิส โซลูชั่น จำกัด,firm
บจ.ฮอป สคอทช์ จำกัด,firm
หจ.เพื่อนชาววัว,firm
บจ.อูดิต ดีเวลลอปเม้นท์ จำกัด,firm
หจ.วิสาหกิจชุมชนศูนย์ข้าวชุมชนธาตุจอมศรี,firm
บจ.พีที ฟาร์ม2021 จำกัด,firm
หจ.แอล.พี.เค.ออยล์แอนด์ซัพพลาย,firm
บจ.กินดี เทรดดิ้ง จำกัด,firm
บจ.ซีเอสอี จำกัด,firm
บจ.เวลดีคลินิค จำกัด,firm
บจ.ดี.เวล ดีไซน์ จำกัด,firm
บจ.บ้านค้ำคูณ มิวสิค จำกัด,firm
บจ.ทีเค. ไฮ-โซลูชั่น จำกัด,firm
หจ.ทีเอส กิจรุ่งเรือง 56,firm
บจ.โปโกวิตามินส์ จำกัด,firm
หจ.ริคโค่ อิควิปเม้นท์,firm
บจ.สยามสังคีต จำกัด,firm
บจ.ดั่งทรายแก้ว จำกัด,firm
บจ.ชาร์โต เดอ ลูซี่ (ประเทศไทย) จำกัด,firm
บจ.เคเอ็นเอคอมเมอร์เชียล จำกัด,firm
บจ.จิรา การบัญชีและภาษี จำกัด,firm
บจ.เค.เวลธ์ โปรดักส์ จำกัด,firm
บจ.เซนติเมตรเตอร์ ดีไซน์ จำกัด,firm
บจ.ชย การช่าง จำกัด,firm
หจ.บอยช็อป,firm
บจ.เค.อาร์.เทรดดิ้ง แอนด์ เอ็กซ์พอร์ต จำกัด,firm
บจ.จิงเฉิง โมลด์ (ประเทศไทย) จำกัด,firm
หจ.เอ็ม พี พืชผลการเกษตร,firm
บจ.เลก้า เมดิคอล ริช จำกัด,firm
หจ.แปลงใหญ่ข้าว บ้านหนองฉันเพล 33 หมู่ที่ 6,firm
บจ.เกตุพิบูลย์ เฮลธี่ จำกัด,firm
บจ.คาร์บอน นิวทรอลิตี้ (ประเทศไทย) จำกัด,firm
หจ.วีเอ็นพี โซลูชั่น,firm
หจ.ณิชา การโยธา 2021,firm
หจ.อชิระ เทค,firm
บจ.กูท รูท จำกัด,firm
บจ.เบต้า เทช เทคโนโลยี จำกัด,firm
หจ.ปกรณ์ ทวีทรัพย์,firm
หจ.รุ่งภาคิน ทรานสปอร์ต,firm
บจ.ศรีเจริญชัยนคร จำกัด,firm
บจ.402 สตูดิโอ จำกัด,firm
บจ.เอ. ดี. ซัคเซซ จำกัด,firm
บจ.พีแม็กซ์ เอ็นเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด,firm
บจ.สิบคะแนนเต็ม จำกัด,firm
หจ.นาแปลงใหญ่ท่าไร่,firm
หจ.ลักษณกุล,firm
หจ.ขุนกรีน 2563,firm
บจ.มาสเตอร์เท็กซ์ พาวเวอร์ ซัพพลาย จำกัด,firm
หจ.โชคสุบรรณ์สันติ วิศวกรรม,firm
บจ.พลอยนรินทร์ เอ็มแอนด์อี จำกัด,firm
หจ.ทรัพย์เพิ่มพูน เซอร์วิส 2021,firm
บจ.วอร์มไลท์ สตูดิโอ จำกัด,firm
บจ.เจ.จี คอนซัลติ้ง แอนด์ เซอร์วิส จำกัด,firm
หจ.โคเนื้อพืชอาหารสัตว์ บ้านคลองใหญ่,firm
บจ.เมืองทองการเกษตร 2009 จำกัด,firm
หจ.ทองดีฟาร์มา,firm
บจ.โรตีมัม จำกัด,firm
บจ.มโหฬาร เฟรชฟรุ๊ต จำกัด,firm
บจ.เคซีพี ชิคเก้นไลค์ จำกัด,firm
บจ.สมบัติแบตเตอรี่ จำกัด,firm
บจ.พี.ที. ซับคอนแทรคเตอร์ จำกัด,firm
บจ.เดอะ เบส แอ๊คเค้าท์ จำกัด,firm
หจ.เฮลตี้ ซีเล็คชั่น เทรด,firm
บจ.เทียนแก้ว ดีเวลลอปเม้นท์ จำกัด,firm
บจ.ทีที เอ็กซ์คลูซีฟ จำกัด,firm
บจ.ชินเฮง แอสเสท 2 จำกัด,firm
บจ.พีเคเอ็น คอนซัลแตนส์ จำกัด,firm
บจ.เฮลท์ อัลตร้า เซอร์วิส จำกัด,firm
หจ.ช่างอ้อม คอนสตรัคชั่น,firm
บจ.แนนซี่ โลจิสติกส์ จำกัด,firm
หจ.ธนเสฏฐ์ 888,firm
บจ.เกตวันแทรเวิล (ประเทศไทย) จำกัด,firm
บจ.โอ้เบบี้ 99 จำกัด,firm
บจ.อเวล นูทริแคร์ จำกัด,firm
บจ.พีเค. อินเตอร์ ฟรุต จำกัด,firm
บจ.แสงมะณี คอนสตรัคชั่น จำกัด,firm
บจ.เอดี เอ็นจิเนียริง แอนด์ ดีไซน์ จำกัด,firm
บจ.ทุนวิริยะพันธุ์ จำกัด,firm
หจ.ตาปีธุรกิจ,firm
บจ.ไทยเมก้าทูล จำกัด,firm
บจ.ดีแมน แอซเทค จำกัด,firm
บจ.ยูนิโค่เซลล์ ไบโอเมด (ไทยแลนด์) จำกัด,firm
บจ.ดาวดวงใหม่ การก่อสร้าง จำกัด,firm
บจ.เป็นต่อ1980 จำกัด,firm
หส.กรีน มันนี่ นครสวรรค์,firm
บจ.เอสเอเอ็น คอนซัลท์ แอนด์ แท็คซ์ จำกัด,firm
บจ.แปลงใหญ่ข้าวบ้านปทุมแก้ว จำกัด,firm
บจ.สินแร่พะโต๊ะ จำกัด,firm
บจ.กิฟ คอร์ปอเรชั่น จำกัด,firm
บจ.ดับเบิ้ลยู.แอล.พี. แอคเคาน์ติ้ง แอนด์ แทกซ์ จำกัด,firm
หจ.สง่าดาวฟาร์ม,firm
บจ.เอ็น อาร์ ซี ดี จำกัด,firm
บจ.วี.บี.ยูโฟเรีย พลัส จำกัด,firm
บจ.ซีเวย์ โอเอสซี โซลูชั่นส์ จำกัด,firm
บจ.ไดมอนด์คันนาบิซ จำกัด,firm
บจ.ไพร์ม ดีไซน์ สตูดิโอ จำกัด,firm
บจ.เคดีเอ็ม อลูกลาส 2020  จำกัด,firm
บจ.เอสพลัส เทรดดิ้ง จำกัด,firm
บจ.เคเอส ซิสเตอร์ จำกัด,firm
บจ.รินทร์ธนน จำกัด,firm
หจ.ทีโกลด์มายน์,firm
บจ.มะลิน่า บิวตี้ จำกัด,firm
หจ.ดิจิตอล สตาร์ 2021,firm
หจ.อโณ คอนสตรัคชั่น,firm
บจ.สตาร์ท แอคเคาท์ติ้ง จำกัด,firm
บจ.คาเฟ่ เย็นยิ่ง จำกัด,firm
หจ.ณรงค์ธนทรัพย์,firm
บจ.ซอล อาร์ บิท จำกัด,firm
บจ.ซีแอลเอ็มวี อิมพอร์ต เอ็กพอร์ต จำกัด,firm
หจ.โมชั่น เดคอเรทีฟ,firm
หจ.พีเอ็นเอ็น2021คอนสตรัคชั่น,firm
หจ.๙๙๙ อินทรทรัพย์ ปิโตรเลียม,firm
หจ.เอ็มที แฟริ่ง,firm
บจ.เอเชีย เอวิเอชั่น เซ็นเตอร์ จำกัด,firm
หจ.บิวท์ บล็อก 2021,firm
บจ.แอลเค สไมล์ มาร์เก็ตติ้ง จำกัด,firm
บจ.ดีทูพี พลัส จำกัด,firm
หจ.พรแก้วพิพัฒน์การท่องเที่ยว,firm
บจ.ซีพีเอ ออดิท คอร์ปอเรชั่น จำกัด,firm
บจ.อีลีท มิวสิค จำกัด,firm
บจ.เดอะ วัน ไพรเวท จำกัด,firm
บจ.ฟอร์ มี อินเตอร์เทรด จำกัด,firm
บจ.เซอร์วิสมายด์ เอเซีย จำกัด,firm
บจ.เอสแอล มัลติพลาย จำกัด,firm
บจ.แฟลช โฟร์ ดี จำกัด,firm
บจ.ดี แอนด์ ที 24 จำกัด,firm
บจ.วีพีโกลบอลออนไลน์ จำกัด,firm
บจ.ส.ปริญญา โยธา จำกัด,firm
บจ.ฮาร์ทเวล จำกัด,firm
หจ.ผลดี ครอปส์ อินโนเวชั่น,firm
บจ.ไดมอนด์ เทรดเดอร์ จำกัด,firm
บจ.แคนทีลีฟ จำกัด,firm
บจ.เกรยอททิง จำกัด,firm
บจ.ซัน อินเตอร์เทค กรุ๊ป 1978 จำกัด,firm
บจ.มาโปร โซลูชั่น จำกัด,firm
บจ.สินธ์กวินทร์ ลีดดิ้ง จำกัด,firm
หจ.เงินไหลมา 2021,firm
หจ.เพชรพลวัฒน์ การช่าง,firm
บจ.สกายสโตน ออโตเมชั่น จำกัด,firm
บจ.เดซุกุ จำกัด,firm
บจ.พรหมากร ทรานสปอร์ต จำกัด,firm
บจ.ฟินลิงค์ คอร์ปอเรท โซลูชั่น จำกัด,firm
บจ.สยาม จิวตี้ 9898 จำกัด,firm
บจ.เพียว วินด์ เพาเวอร์ จำกัด,firm
หจ.มีดี สปีดวอช,firm
บจ.มาร์  จูน  คอร์เปอเรชั่น จำกัด,firm
หจ.เพิ่มพูนทรัพย์เงินทอง,firm
บจ.อารีย์ราญ จำกัด,firm
หจ.จี.เกลอ,firm
บจ.ไทย คอนสตรัคชั่น 99 จำกัด,firm
บจ.พิกุล โลจิสติกส์ แอนด์ เซอร์วิส จำกัด,firm
บจ.บ้านเรา ซัพพลาย จำกัด,firm
หจ.ยมนา 2021 ทรานสปอร์ท,firm
หจ.เอเชียการค้า โพนทอง,firm
บจ.ซีเอสโอ กรุ๊ป จำกัด,firm
บจ.อรุณ 21 จำกัด,firm
หจ.พรนาคา 888,firm
บจ.เจอาร์เค ทรานสปอร์ต จำกัด,firm
หจ.เอฟเอ็น ทรานสปอร์ต,firm
บจ.ครัวห้วยทราย จำกัด,firm
หจ.เล้าไก่วัง,firm
บจ.เอ็ม บี-ทเวนตี้วัน จำกัด,firm
บจ.ฺฺฺฺฺบีบีเอส วิลล่าส์ จำกัด,firm
บจ.พีเคที เดนท์ จำกัด,firm
หจ.เอ็น แอนด์ ที มาร์เก็ตติ้ง  1002,firm
หจ.เจเทคอิเลคทริค,firm
หจ.ไนน์ตี้ไนน์ ขนส่ง,firm
บจ.ฮัวไท แพลตฟอร์ม แมนเนจเม้นท์  จำกัด,firm
บจ.มีน ทราเวล แอนด์ เซอร์วิส จำกัด,firm
บจ.แดนซ์ ช็อป (ไทยแลนด์) จำกัด,firm
บจ.จัสมิน เอ็นเตอร์ไพรส์เซส จำกัด,firm
บจ.มิ่งเมือง ไรซ์ จำกัด,firm
บจ.มาร์คอลกัน จำกัด,firm
บจ.วาซัน เคนเนล จำกัด,firm
บจ.คิงส์ สหมิตร กรุ๊ป อิมพอร์ต เอ็กซ์พอร์ต จำกัด,firm
บจ.ดา นอย จำกัด,firm
บจ.เซเว่น สตาร์ส เอสเตท (ไทยแลนด์) จำกัด,firm
หจ.ออล ออโต้เซอร์วิส,firm
หจ.แปลงใหญ่ข้าวโพธิ์ลังกาหมู่ 6,firm
บจ.เมอร์เมด สตูดิโอ จำกัด,firm
บจ.ซี.อี.เอ็ม.เอส. เซอร์วิส  จำกัด,firm
บจ.อะสไปซ์ไลฟ์ จำกัด,firm
หจ.พีวีเอ็น โลจิสติกส์,firm
บจ.เอฟแอนด์บี โฮลดิ้งส์ จำกัด,firm
หจ.รูบิคเทค,firm
บจ.แปลงใหญ่มันสำปะหลัง หนองด่านช้าง จำกัด,firm
บจ.ซีซีพี ดิสทริบิวเตอร์ จำกัด,firm
บจ.โรงพยาบาลสัตว์ขวัญคำ  นวมินทร์ จำกัด,firm
บจ.โรงพยาบาลมิชชั่น จำกัด,firm
บจ.โอเชี่ยนวิว วิลล่า จำกัด,firm
บจ.เอ็น เอนเตอร์เทนเม้นท์ จำกัด,firm
บจ.ลิเบอเรเตอร์ จำกัด,firm
บจ.เนเชอรัล เอดจ์ จำกัด,firm
หจ.เค เอส แอล คอนกรีต,firm
บจ.คราวน์ เชิ้ต (ประเทศไทย) จำกัด,firm
บจ.เมตาเวิร์ส แบงค็อก จำกัด,firm
บจ.ไฟน์ ฟู๊ด สเปเชียลลิสต์ บีเคเค จำกัด,firm
หจ.ไร่อ้อย 2019,firm
บจ.คุ้มขุนช้างฟู้ดกรุ๊ป จำกัด,firm
บจ.ฟู้ดโธเปีย (ประเทศไทย) จำกัด,firm
บจ.ดีดีเค แมชชีน จำกัด,firm
หจ.เชียงใหม่อุดมทรัพย์,firm
บจ.เพชรนภัสอิเล็กทรอนิกส์ จำกัด,firm
บจ.ซีเอสพี พลาสติก 168 จำกัด,firm
บจ.วศิวิญญ์ จำกัด,firm
บจ.ก้าวกาญจน์ ก่อสร้าง 2020 จำกัด,firm
บจ.เพน แอนด์ สูทเคส จำกัด,firm
บจ.เอสเอส ฟู๊ด แอนด์ โปรดักชั่น จำกัด,firm
บจ.จิตรสม ทรานสปอร์ท จำกัด,firm
บจ.โกลเด้น พาร์ทเนอร์ จำกัด,firm
บจ.เวลล์ แอคเค้าติ้ง แอนด์ ออดิท จำกัด,firm
บจ.เทค-เอ็กซ์ โซลูชั่น จำกัด,firm
บจ.สหโชคเมธี  จำกัด,firm
บจ.พี.เค.ไอ. เคมีคอล จำกัด,firm
บจ.อัพยากฤต จำกัด,firm
หจ.นิรัน รับเบอร์,firm
บจ.กมลกาญจน์17 จำกัด,firm
บจ.อินโนวิซ คอร์ปอเรชั่น  จำกัด,firm
บจ.ธรรมรัตน์ จำกัด,firm
บจ.ชินซอง อินเตอร์เทรด จำกัด,firm
บจ.นิวเวิลด์ เทค เอ็นจิเนียริ่ง จำกัด,firm
บจ.เรจ สปอร์ต เกียร์ จำกัด,firm
หจ.แปลงใหญ่บ้านทัพเซียม,firm
บจ.เพชรประยูร การโยธา จำกัด,firm
หจ.ซีเอ็มไอ แบดมินตัน,firm
บจ.101 ออดิท แอนด์ เซอร์วิสเซส จำกัด,firm
บจ.คัฟฟ่าคอฟฟี่เม็คเกอร์ (พิษณุโลก) จำกัด,firm
บจ.ออคโต้ อินโนเวชั่น จำกัด,firm
